Unnamed: 0,typeid_x,afstemningid,aktørid,party,dato
646771,1,6181,1739,Venstre,2004-12-17 09:00:00
646772,1,6181,1745,Venstre,2004-12-17 09:00:00
646773,1,6181,676,Dansk Folkeparti,2004-12-17 09:00:00
646774,1,6181,1431,Dansk Folkeparti,2004-12-17 09:00:00
646775,2,6181,679,Socialdemokratiet,2004-12-17 09:00:00
646776,1,6181,677,Dansk Folkeparti,2004-12-17 09:00:00
646777,1,6181,1811,Venstre,2004-12-17 09:00:00
646778,1,6181,1818,Venstre,2004-12-17 09:00:00
646779,1,6181,64,Venstre,2004-12-17 09:00:00
646780,2,6181,28,Socialdemokratiet,2004-12-17 09:00:00
646781,1,6181,657,Venstre,2004-12-17 09:00:00
646782,2,6181,386,Socialdemokratiet,2004-12-17 09:00:00
646783,1,6181,1771,Dansk Folkeparti,2004-12-17 09:00:00
646784,1,6181,217,Venstre,2004-12-17 09:00:00
646785,1,6181,1831,Dansk Folkeparti,2004-12-17 09:00:00
646786,1,6181,646,Venstre,2004-12-17 09:00:00
646787,2,6181,951,Socialdemokratiet,2004-12-17 09:00:00
646788,1,6181,645,Venstre,2004-12-17 09:00:00
646789,2,6181,1880,Socialdemokratiet,2004-12-17 09:00:00
646790,2,6181,1879,Socialdemokratiet,2004-12-17 09:00:00
646791,1,6181,245,Liberal Alliance,2004-12-17 09:00:00
646792,2,6181,1770,Socialdemokratiet,2004-12-17 09:00:00
646793,1,6181,665,Det Konservative Folkeparti,2004-12-17 09:00:00
646794,2,6181,1023,Socialdemokratiet,2004-12-17 09:00:00
646795,2,6181,1730,Radikale Venstre,2004-12-17 09:00:00
646796,1,6181,193,Venstre,2004-12-17 09:00:00
646797,1,6181,662,Dansk Folkeparti,2004-12-17 09:00:00
646798,2,6181,666,Socialdemokratiet,2004-12-17 09:00:00
646799,1,6181,1115,Venstre,2004-12-17 09:00:00
646800,1,6181,1219,Kristendemokraterne,2004-12-17 09:00:00
646801,2,6181,1804,Socialdemokratiet,2004-12-17 09:00:00
646802,1,6181,206,Venstre,2004-12-17 09:00:00
646803,1,6181,145,Moderaterne,2004-12-17 09:00:00
646804,1,6181,725,Venstre,2004-12-17 09:00:00
646805,2,6181,1353,Socialdemokratiet,2004-12-17 09:00:00
646806,1,6181,675,Venstre,2004-12-17 09:00:00
646807,1,6181,1757,Venstre,2004-12-17 09:00:00
646808,1,6181,48,Danmarksdemokraterne,2004-12-17 09:00:00
646809,2,6181,1319,Socialdemokratiet,2004-12-17 09:00:00
646810,1,6181,182,Danmarksdemokraterne,2004-12-17 09:00:00
646811,1,6181,1761,Det Konservative Folkeparti,2004-12-17 09:00:00
646812,2,6181,3042,,2004-12-17 09:00:00
646813,1,6181,1740,Dansk Folkeparti,2004-12-17 09:00:00
646814,2,6181,348,Socialistisk Folkeparti,2004-12-17 09:00:00
646815,2,6181,1767,Socialdemokratiet,2004-12-17 09:00:00
646816,2,6181,1094,Socialdemokratiet,2004-12-17 09:00:00
646817,2,6181,379,Socialistisk Folkeparti,2004-12-17 09:00:00
646818,2,6181,1822,Socialdemokratiet,2004-12-17 09:00:00
646819,2,6181,106,Radikale Venstre,2004-12-17 09:00:00
646820,1,6181,1749,Venstre,2004-12-17 09:00:00
646821,1,6181,1558,Kristeligt Folkeparti,2004-12-17 09:00:00
646822,1,6181,1916,Det Konservative Folkeparti,2004-12-17 09:00:00
646823,1,6182,1891,Socialdemokratiet,2004-12-07 12:00:00
646824,1,6182,1779,Venstre,2004-12-07 12:00:00
646825,1,6182,164,Venstre,2004-12-07 12:00:00
646826,1,6182,8319,,2004-12-07 12:00:00
646827,1,6182,258,Socialdemokratiet,2004-12-07 12:00:00
646828,1,6182,351,Socialdemokratiet,2004-12-07 12:00:00
646829,1,6182,647,Venstre,2004-12-07 12:00:00
646830,1,6182,1778,Socialdemokratiet,2004-12-07 12:00:00
646831,1,6182,149,Det Konservative Folkeparti,2004-12-07 12:00:00
646832,1,6182,1727,Socialdemokratiet,2004-12-07 12:00:00
646833,1,6182,350,Venstre,2004-12-07 12:00:00
646834,1,6182,1455,Socialdemokratiet,2004-12-07 12:00:00
646835,1,6182,49,Venstre,2004-12-07 12:00:00
646836,1,6182,1755,Dansk Folkeparti,2004-12-07 12:00:00
646837,1,6182,1821,Venstre,2004-12-07 12:00:00
646838,1,6182,1886,Socialdemokratiet,2004-12-07 12:00:00
646839,1,6182,220,Socialdemokratiet,2004-12-07 12:00:00
646840,1,6182,183,Danmarksdemokraterne,2004-12-07 12:00:00
646841,1,6182,198,Socialistisk Folkeparti,2004-12-07 12:00:00
646842,1,6182,1325,Socialdemokratiet,2004-12-07 12:00:00
646843,1,6182,94,Venstre,2004-12-07 12:00:00
646844,1,6182,1885,Venstre,2004-12-07 12:00:00
646845,1,6182,1790,Venstre,2004-12-07 12:00:00
646846,1,6182,216,Dansk Folkeparti,2004-12-07 12:00:00
646847,1,6182,211,Dansk Folkeparti,2004-12-07 12:00:00
646848,1,6182,108,Det Konservative Folkeparti,2004-12-07 12:00:00
646849,1,6182,1805,Ny Alliance,2004-12-07 12:00:00
646850,1,6182,1746,Venstre,2004-12-07 12:00:00
646851,1,6182,1623,,2004-12-07 12:00:00
646852,1,6182,1047,Uden for folketingsgrupperne,2004-12-07 12:00:00
646853,1,6182,794,Socialistisk Folkeparti,2004-12-07 12:00:00
646854,1,6182,1911,Socialdemokratiet,2004-12-07 12:00:00
646855,1,6182,1256,Socialdemokratiet,2004-12-07 12:00:00
646856,1,6182,5593,,2004-12-07 12:00:00
646857,1,6182,7633,,2004-12-07 12:00:00
646858,1,6182,1444,Socialistisk Folkeparti,2004-12-07 12:00:00
646859,1,6182,1718,Venstre,2004-12-07 12:00:00
646860,1,6182,1883,Socialistisk Folkeparti,2004-12-07 12:00:00
646861,1,6182,1234,Socialistisk Folkeparti,2004-12-07 12:00:00
646862,1,6182,364,Venstre,2004-12-07 12:00:00
646863,1,6182,920,Socialdemokratiet,2004-12-07 12:00:00
646864,1,6182,1792,Venstre,2004-12-07 12:00:00
646865,1,6182,1773,Socialdemokratiet,2004-12-07 12:00:00
646866,1,6182,271,Venstre,2004-12-07 12:00:00
646867,1,6182,652,Socialdemokratiet,2004-12-07 12:00:00
646868,1,6182,1850,Det Konservative Folkeparti,2004-12-07 12:00:00
646869,1,6182,1815,Dansk Folkeparti,2004-12-07 12:00:00
646870,1,6182,1752,Socialistisk Folkeparti,2004-12-07 12:00:00
646871,1,6182,1912,Radikale Venstre,2004-12-07 12:00:00
646872,1,6182,1447,Socialdemokratiet,2004-12-07 12:00:00
646873,1,6182,668,Uden for folketingsgrupperne,2004-12-07 12:00:00
646874,1,6182,1844,Venstre,2004-12-07 12:00:00
646875,1,6182,280,Socialdemokratiet,2004-12-07 12:00:00
646876,1,6182,1777,Dansk Folkeparti,2004-12-07 12:00:00
646877,1,6182,1739,Venstre,2004-12-07 12:00:00
646878,1,6182,1557,Kristeligt Folkeparti,2004-12-07 12:00:00
646879,1,6182,676,Dansk Folkeparti,2004-12-07 12:00:00
646880,1,6182,1431,Dansk Folkeparti,2004-12-07 12:00:00
646881,1,6182,679,Socialdemokratiet,2004-12-07 12:00:00
646882,1,6182,677,Dansk Folkeparti,2004-12-07 12:00:00
646883,1,6182,1818,Venstre,2004-12-07 12:00:00
646884,1,6182,64,Venstre,2004-12-07 12:00:00
646885,1,6182,28,Socialdemokratiet,2004-12-07 12:00:00
646886,1,6182,1817,Venstre,2004-12-07 12:00:00
646887,1,6182,1771,Dansk Folkeparti,2004-12-07 12:00:00
646888,1,6182,1814,Venstre,2004-12-07 12:00:00
646889,1,6182,257,Socialdemokratiet,2004-12-07 12:00:00
646890,1,6182,141,Radikale Venstre,2004-12-07 12:00:00
646891,1,6182,217,Venstre,2004-12-07 12:00:00
646892,1,6182,1831,Dansk Folkeparti,2004-12-07 12:00:00
646893,1,6182,646,Venstre,2004-12-07 12:00:00
646894,1,6182,1636,Dansk Folkeparti,2004-12-07 12:00:00
646895,1,6182,951,Socialdemokratiet,2004-12-07 12:00:00
646896,1,6182,645,Venstre,2004-12-07 12:00:00
646897,1,6182,1880,Socialdemokratiet,2004-12-07 12:00:00
646898,1,6182,1879,Socialdemokratiet,2004-12-07 12:00:00
646899,1,6182,1770,Socialdemokratiet,2004-12-07 12:00:00
646900,1,6182,33,Socialistisk Folkeparti,2004-12-07 12:00:00
646901,1,6182,193,Venstre,2004-12-07 12:00:00
646902,1,6182,666,Socialdemokratiet,2004-12-07 12:00:00
646903,1,6182,1115,Venstre,2004-12-07 12:00:00
646904,1,6182,1219,Kristendemokraterne,2004-12-07 12:00:00
646905,1,6182,1804,Socialdemokratiet,2004-12-07 12:00:00
646906,1,6182,680,Radikale Venstre,2004-12-07 12:00:00
646907,1,6182,206,Venstre,2004-12-07 12:00:00
646908,1,6182,1744,Socialistisk Folkeparti,2004-12-07 12:00:00
646909,1,6182,172,Socialdemokratiet,2004-12-07 12:00:00
646910,1,6182,725,Venstre,2004-12-07 12:00:00
646911,1,6182,1353,Socialdemokratiet,2004-12-07 12:00:00
646912,1,6182,1768,Socialdemokratiet,2004-12-07 12:00:00
646913,1,6182,1757,Venstre,2004-12-07 12:00:00
646914,1,6182,1280,Socialdemokratiet,2004-12-07 12:00:00
646915,1,6182,1769,Dansk Folkeparti,2004-12-07 12:00:00
646916,1,6182,1319,Socialdemokratiet,2004-12-07 12:00:00
646917,1,6182,182,Danmarksdemokraterne,2004-12-07 12:00:00
646918,1,6182,3042,,2004-12-07 12:00:00
646919,1,6182,1740,Dansk Folkeparti,2004-12-07 12:00:00
646920,1,6182,348,Socialistisk Folkeparti,2004-12-07 12:00:00
646921,1,6182,1767,Socialdemokratiet,2004-12-07 12:00:00
646922,1,6182,1094,Socialdemokratiet,2004-12-07 12:00:00
646923,1,6182,1250,Socialdemokratiet,2004-12-07 12:00:00
646924,1,6182,296,Venstre,2004-12-07 12:00:00
646925,1,6182,212,Venstre,2004-12-07 12:00:00
646926,1,6182,1749,Venstre,2004-12-07 12:00:00
646927,1,6182,1774,Venstre,2004-12-07 12:00:00
646928,1,6182,1747,Socialdemokratiet,2004-12-07 12:00:00
646929,1,6183,1779,Venstre,2004-12-17 09:00:00
646930,1,6183,8319,,2004-12-17 09:00:00
646931,1,6183,126,Venstre,2004-12-17 09:00:00
646932,1,6183,351,Socialdemokratiet,2004-12-17 09:00:00
646933,1,6183,647,Venstre,2004-12-17 09:00:00
646934,1,6183,1881,Radikale Venstre,2004-12-17 09:00:00
646935,1,6183,149,Det Konservative Folkeparti,2004-12-17 09:00:00
646936,1,6183,350,Venstre,2004-12-17 09:00:00
646937,1,6183,1751,Socialdemokratiet,2004-12-17 09:00:00
646938,1,6183,1455,Socialdemokratiet,2004-12-17 09:00:00
646939,1,6183,49,Venstre,2004-12-17 09:00:00
646940,1,6183,1821,Venstre,2004-12-17 09:00:00
646941,1,6183,1886,Socialdemokratiet,2004-12-17 09:00:00
646942,1,6183,1039,Socialdemokratiet,2004-12-17 09:00:00
646943,1,6183,220,Socialdemokratiet,2004-12-17 09:00:00
646944,1,6183,183,Danmarksdemokraterne,2004-12-17 09:00:00
646945,1,6183,198,Socialistisk Folkeparti,2004-12-17 09:00:00
646946,1,6183,1325,Socialdemokratiet,2004-12-17 09:00:00
646947,1,6183,664,Uden for folketingsgrupperne,2004-12-17 09:00:00
646948,1,6183,1371,Dansk Folkeparti,2004-12-17 09:00:00
646949,1,6183,1790,Venstre,2004-12-17 09:00:00
646950,1,6183,216,Dansk Folkeparti,2004-12-17 09:00:00
646951,1,6183,108,Det Konservative Folkeparti,2004-12-17 09:00:00
646952,1,6183,1805,Ny Alliance,2004-12-17 09:00:00
646953,1,6183,1746,Venstre,2004-12-17 09:00:00
646954,1,6183,1433,Dansk Folkeparti,2004-12-17 09:00:00
646955,1,6183,1623,,2004-12-17 09:00:00
646956,1,6183,138,Socialdemokratiet,2004-12-17 09:00:00
646957,1,6183,1047,Uden for folketingsgrupperne,2004-12-17 09:00:00
646958,1,6183,1845,Venstre,2004-12-17 09:00:00
646959,1,6183,794,Socialistisk Folkeparti,2004-12-17 09:00:00
646960,1,6183,1911,Socialdemokratiet,2004-12-17 09:00:00
646961,1,6183,5593,,2004-12-17 09:00:00
646962,1,6183,1444,Socialistisk Folkeparti,2004-12-17 09:00:00
646963,1,6183,1718,Venstre,2004-12-17 09:00:00
646964,1,6183,1234,Socialistisk Folkeparti,2004-12-17 09:00:00
646965,1,6183,364,Venstre,2004-12-17 09:00:00
646966,1,6183,660,Venstre,2004-12-17 09:00:00
646967,1,6183,1461,Venstre,2004-12-17 09:00:00
646968,1,6183,678,Socialdemokratiet,2004-12-17 09:00:00
646969,1,6183,920,Socialdemokratiet,2004-12-17 09:00:00
646970,1,6183,271,Venstre,2004-12-17 09:00:00
646971,1,6183,1850,Det Konservative Folkeparti,2004-12-17 09:00:00
646972,1,6183,1815,Dansk Folkeparti,2004-12-17 09:00:00
646973,1,6183,1912,Radikale Venstre,2004-12-17 09:00:00
646974,1,6183,280,Socialdemokratiet,2004-12-17 09:00:00
646975,1,6183,1777,Dansk Folkeparti,2004-12-17 09:00:00
646976,1,6183,1739,Venstre,2004-12-17 09:00:00
646977,1,6183,1745,Venstre,2004-12-17 09:00:00
646978,1,6183,676,Dansk Folkeparti,2004-12-17 09:00:00
646979,1,6183,1431,Dansk Folkeparti,2004-12-17 09:00:00
646980,1,6183,679,Socialdemokratiet,2004-12-17 09:00:00
646981,1,6183,677,Dansk Folkeparti,2004-12-17 09:00:00
646982,1,6183,1811,Venstre,2004-12-17 09:00:00
646983,1,6183,1818,Venstre,2004-12-17 09:00:00
646984,1,6183,64,Venstre,2004-12-17 09:00:00
646985,1,6183,28,Socialdemokratiet,2004-12-17 09:00:00
646986,1,6183,657,Venstre,2004-12-17 09:00:00
646987,1,6183,386,Socialdemokratiet,2004-12-17 09:00:00
646988,1,6183,1771,Dansk Folkeparti,2004-12-17 09:00:00
646989,1,6183,217,Venstre,2004-12-17 09:00:00
646990,1,6183,1831,Dansk Folkeparti,2004-12-17 09:00:00
646991,1,6183,646,Venstre,2004-12-17 09:00:00
646992,1,6183,951,Socialdemokratiet,2004-12-17 09:00:00
646993,1,6183,645,Venstre,2004-12-17 09:00:00
646994,1,6183,1880,Socialdemokratiet,2004-12-17 09:00:00
646995,1,6183,1879,Socialdemokratiet,2004-12-17 09:00:00
646996,1,6183,245,Liberal Alliance,2004-12-17 09:00:00
646997,1,6183,1770,Socialdemokratiet,2004-12-17 09:00:00
646998,1,6183,665,Det Konservative Folkeparti,2004-12-17 09:00:00
646999,1,6183,1023,Socialdemokratiet,2004-12-17 09:00:00
647000,1,6183,1730,Radikale Venstre,2004-12-17 09:00:00
647001,1,6183,193,Venstre,2004-12-17 09:00:00
647002,1,6183,662,Dansk Folkeparti,2004-12-17 09:00:00
647003,1,6183,666,Socialdemokratiet,2004-12-17 09:00:00
647004,1,6183,1115,Venstre,2004-12-17 09:00:00
647005,1,6183,1219,Kristendemokraterne,2004-12-17 09:00:00
647006,1,6183,1804,Socialdemokratiet,2004-12-17 09:00:00
647007,1,6183,206,Venstre,2004-12-17 09:00:00
647008,1,6183,145,Moderaterne,2004-12-17 09:00:00
647009,1,6183,725,Venstre,2004-12-17 09:00:00
647010,1,6183,1353,Socialdemokratiet,2004-12-17 09:00:00
647011,1,6183,675,Venstre,2004-12-17 09:00:00
647012,1,6183,1757,Venstre,2004-12-17 09:00:00
647013,1,6183,48,Danmarksdemokraterne,2004-12-17 09:00:00
647014,1,6183,1319,Socialdemokratiet,2004-12-17 09:00:00
647015,1,6183,182,Danmarksdemokraterne,2004-12-17 09:00:00
647016,1,6183,1761,Det Konservative Folkeparti,2004-12-17 09:00:00
647017,1,6183,3042,,2004-12-17 09:00:00
647018,1,6183,1740,Dansk Folkeparti,2004-12-17 09:00:00
647019,1,6183,348,Socialistisk Folkeparti,2004-12-17 09:00:00
647020,1,6183,1767,Socialdemokratiet,2004-12-17 09:00:00
647021,1,6183,1094,Socialdemokratiet,2004-12-17 09:00:00
647022,1,6183,379,Socialistisk Folkeparti,2004-12-17 09:00:00
647023,1,6183,1822,Socialdemokratiet,2004-12-17 09:00:00
647024,1,6183,106,Radikale Venstre,2004-12-17 09:00:00
647025,1,6183,1749,Venstre,2004-12-17 09:00:00
647026,1,6183,1558,Kristeligt Folkeparti,2004-12-17 09:00:00
647027,1,6183,1916,Det Konservative Folkeparti,2004-12-17 09:00:00
647028,1,6183,1747,Socialdemokratiet,2004-12-17 09:00:00
647029,1,6184,1779,Venstre,2004-12-17 09:00:00
647030,1,6184,126,Venstre,2004-12-17 09:00:00
647031,2,6184,351,Socialdemokratiet,2004-12-17 09:00:00
647032,1,6184,647,Venstre,2004-12-17 09:00:00
647033,2,6184,1881,Radikale Venstre,2004-12-17 09:00:00
647034,2,6184,856,Enhedslisten,2004-12-17 09:00:00
647035,1,6184,149,Det Konservative Folkeparti,2004-12-17 09:00:00
647036,1,6184,350,Venstre,2004-12-17 09:00:00
647037,2,6184,1751,Socialdemokratiet,2004-12-17 09:00:00
647038,2,6184,1455,Socialdemokratiet,2004-12-17 09:00:00
647039,1,6184,49,Venstre,2004-12-17 09:00:00
647040,1,6184,1755,Dansk Folkeparti,2004-12-17 09:00:00
647041,1,6184,1821,Venstre,2004-12-17 09:00:00
647042,2,6184,1886,Socialdemokratiet,2004-12-17 09:00:00
647043,2,6184,1039,Socialdemokratiet,2004-12-17 09:00:00
647044,2,6184,220,Socialdemokratiet,2004-12-17 09:00:00
647045,1,6184,183,Danmarksdemokraterne,2004-12-17 09:00:00
647046,2,6184,198,Socialistisk Folkeparti,2004-12-17 09:00:00
647047,1,6184,648,Det Konservative Folkeparti,2004-12-17 09:00:00
647048,2,6184,1325,Socialdemokratiet,2004-12-17 09:00:00
647049,1,6184,94,Venstre,2004-12-17 09:00:00
647050,1,6184,664,Uden for folketingsgrupperne,2004-12-17 09:00:00
647051,1,6184,1371,Dansk Folkeparti,2004-12-17 09:00:00
647052,1,6184,1790,Venstre,2004-12-17 09:00:00
647053,1,6184,216,Dansk Folkeparti,2004-12-17 09:00:00
647054,1,6184,108,Det Konservative Folkeparti,2004-12-17 09:00:00
647055,1,6184,1805,Ny Alliance,2004-12-17 09:00:00
647056,1,6184,1746,Venstre,2004-12-17 09:00:00
647057,1,6184,1433,Dansk Folkeparti,2004-12-17 09:00:00
647058,2,6184,1623,,2004-12-17 09:00:00
647059,2,6184,138,Socialdemokratiet,2004-12-17 09:00:00
647060,1,6184,1047,Uden for folketingsgrupperne,2004-12-17 09:00:00
647061,1,6184,1845,Venstre,2004-12-17 09:00:00
647062,2,6184,794,Socialistisk Folkeparti,2004-12-17 09:00:00
647063,2,6184,1911,Socialdemokratiet,2004-12-17 09:00:00
647064,2,6184,1256,Socialdemokratiet,2004-12-17 09:00:00
647065,2,6184,5593,,2004-12-17 09:00:00
647066,2,6184,1444,Socialistisk Folkeparti,2004-12-17 09:00:00
647067,1,6184,1718,Venstre,2004-12-17 09:00:00
647068,2,6184,1234,Socialistisk Folkeparti,2004-12-17 09:00:00
647069,1,6184,364,Venstre,2004-12-17 09:00:00
647070,1,6184,660,Venstre,2004-12-17 09:00:00
647071,1,6184,1461,Venstre,2004-12-17 09:00:00
647072,2,6184,678,Socialdemokratiet,2004-12-17 09:00:00
647073,2,6184,920,Socialdemokratiet,2004-12-17 09:00:00
647074,2,6184,55,Radikale Venstre,2004-12-17 09:00:00
647075,1,6184,271,Venstre,2004-12-17 09:00:00
647076,1,6184,1850,Det Konservative Folkeparti,2004-12-17 09:00:00
647077,1,6184,1815,Dansk Folkeparti,2004-12-17 09:00:00
647078,2,6184,1912,Radikale Venstre,2004-12-17 09:00:00
647079,2,6184,280,Socialdemokratiet,2004-12-17 09:00:00
647080,1,6184,1739,Venstre,2004-12-17 09:00:00
647081,1,6184,1745,Venstre,2004-12-17 09:00:00
647082,1,6184,676,Dansk Folkeparti,2004-12-17 09:00:00
647083,1,6184,1431,Dansk Folkeparti,2004-12-17 09:00:00
647084,2,6184,679,Socialdemokratiet,2004-12-17 09:00:00
647085,1,6184,677,Dansk Folkeparti,2004-12-17 09:00:00
647086,1,6184,1811,Venstre,2004-12-17 09:00:00
647087,1,6184,1818,Venstre,2004-12-17 09:00:00
647088,1,6184,64,Venstre,2004-12-17 09:00:00
647089,2,6184,28,Socialdemokratiet,2004-12-17 09:00:00
647090,1,6184,657,Venstre,2004-12-17 09:00:00
647091,2,6184,386,Socialdemokratiet,2004-12-17 09:00:00
647092,1,6184,1771,Dansk Folkeparti,2004-12-17 09:00:00
647093,1,6184,217,Venstre,2004-12-17 09:00:00
647094,1,6184,1831,Dansk Folkeparti,2004-12-17 09:00:00
647095,1,6184,646,Venstre,2004-12-17 09:00:00
647096,2,6184,951,Socialdemokratiet,2004-12-17 09:00:00
647097,1,6184,645,Venstre,2004-12-17 09:00:00
647098,2,6184,1880,Socialdemokratiet,2004-12-17 09:00:00
647099,2,6184,1879,Socialdemokratiet,2004-12-17 09:00:00
647100,1,6184,245,Liberal Alliance,2004-12-17 09:00:00
647101,2,6184,1770,Socialdemokratiet,2004-12-17 09:00:00
647102,1,6184,665,Det Konservative Folkeparti,2004-12-17 09:00:00
647103,2,6184,1023,Socialdemokratiet,2004-12-17 09:00:00
647104,1,6184,193,Venstre,2004-12-17 09:00:00
647105,1,6184,662,Dansk Folkeparti,2004-12-17 09:00:00
647106,2,6184,666,Socialdemokratiet,2004-12-17 09:00:00
647107,1,6184,1115,Venstre,2004-12-17 09:00:00
647108,1,6184,1219,Kristendemokraterne,2004-12-17 09:00:00
647109,2,6184,1804,Socialdemokratiet,2004-12-17 09:00:00
647110,1,6184,206,Venstre,2004-12-17 09:00:00
647111,1,6184,145,Moderaterne,2004-12-17 09:00:00
647112,1,6184,725,Venstre,2004-12-17 09:00:00
647113,2,6184,1353,Socialdemokratiet,2004-12-17 09:00:00
647114,1,6184,675,Venstre,2004-12-17 09:00:00
647115,1,6184,1757,Venstre,2004-12-17 09:00:00
647116,1,6184,1769,Dansk Folkeparti,2004-12-17 09:00:00
647117,1,6184,48,Danmarksdemokraterne,2004-12-17 09:00:00
647118,2,6184,226,Socialdemokratiet,2004-12-17 09:00:00
647119,2,6184,1319,Socialdemokratiet,2004-12-17 09:00:00
647120,1,6184,182,Danmarksdemokraterne,2004-12-17 09:00:00
647121,1,6184,1761,Det Konservative Folkeparti,2004-12-17 09:00:00
647122,2,6184,3042,,2004-12-17 09:00:00
647123,1,6184,1740,Dansk Folkeparti,2004-12-17 09:00:00
647124,2,6184,348,Socialistisk Folkeparti,2004-12-17 09:00:00
647125,2,6184,1094,Socialdemokratiet,2004-12-17 09:00:00
647126,2,6184,379,Socialistisk Folkeparti,2004-12-17 09:00:00
647127,2,6184,1822,Socialdemokratiet,2004-12-17 09:00:00
647128,2,6184,106,Radikale Venstre,2004-12-17 09:00:00
647129,1,6184,1791,Venstre,2004-12-17 09:00:00
647130,1,6184,1749,Venstre,2004-12-17 09:00:00
647131,1,6184,1558,Kristeligt Folkeparti,2004-12-17 09:00:00
647132,1,6184,1916,Det Konservative Folkeparti,2004-12-17 09:00:00
647133,2,6184,1747,Socialdemokratiet,2004-12-17 09:00:00
647134,1,6185,1779,Venstre,2004-12-17 09:00:00
647135,1,6185,8319,,2004-12-17 09:00:00
647136,1,6185,126,Venstre,2004-12-17 09:00:00
647137,1,6185,351,Socialdemokratiet,2004-12-17 09:00:00
647138,1,6185,647,Venstre,2004-12-17 09:00:00
647139,1,6185,1881,Radikale Venstre,2004-12-17 09:00:00
647140,1,6185,856,Enhedslisten,2004-12-17 09:00:00
647141,1,6185,149,Det Konservative Folkeparti,2004-12-17 09:00:00
647142,1,6185,350,Venstre,2004-12-17 09:00:00
647143,1,6185,1751,Socialdemokratiet,2004-12-17 09:00:00
647144,1,6185,1455,Socialdemokratiet,2004-12-17 09:00:00
647145,1,6185,49,Venstre,2004-12-17 09:00:00
647146,1,6185,1755,Dansk Folkeparti,2004-12-17 09:00:00
647147,1,6185,1821,Venstre,2004-12-17 09:00:00
647148,1,6185,1886,Socialdemokratiet,2004-12-17 09:00:00
647149,1,6185,1039,Socialdemokratiet,2004-12-17 09:00:00
647150,1,6185,220,Socialdemokratiet,2004-12-17 09:00:00
647151,1,6185,183,Danmarksdemokraterne,2004-12-17 09:00:00
647152,1,6185,198,Socialistisk Folkeparti,2004-12-17 09:00:00
647153,1,6185,648,Det Konservative Folkeparti,2004-12-17 09:00:00
647154,1,6185,1325,Socialdemokratiet,2004-12-17 09:00:00
647155,1,6185,94,Venstre,2004-12-17 09:00:00
647156,1,6185,664,Uden for folketingsgrupperne,2004-12-17 09:00:00
647157,1,6185,1371,Dansk Folkeparti,2004-12-17 09:00:00
647158,1,6185,1790,Venstre,2004-12-17 09:00:00
647159,1,6185,216,Dansk Folkeparti,2004-12-17 09:00:00
647160,1,6185,108,Det Konservative Folkeparti,2004-12-17 09:00:00
647161,1,6185,1805,Ny Alliance,2004-12-17 09:00:00
647162,1,6185,1746,Venstre,2004-12-17 09:00:00
647163,1,6185,1433,Dansk Folkeparti,2004-12-17 09:00:00
647164,1,6185,1623,,2004-12-17 09:00:00
647165,1,6185,138,Socialdemokratiet,2004-12-17 09:00:00
647166,1,6185,1047,Uden for folketingsgrupperne,2004-12-17 09:00:00
647167,1,6185,1845,Venstre,2004-12-17 09:00:00
647168,1,6185,794,Socialistisk Folkeparti,2004-12-17 09:00:00
647169,1,6185,1911,Socialdemokratiet,2004-12-17 09:00:00
647170,1,6185,1256,Socialdemokratiet,2004-12-17 09:00:00
647171,1,6185,5593,,2004-12-17 09:00:00
647172,1,6185,1444,Socialistisk Folkeparti,2004-12-17 09:00:00
647173,1,6185,1718,Venstre,2004-12-17 09:00:00
647174,1,6185,1234,Socialistisk Folkeparti,2004-12-17 09:00:00
647175,1,6185,364,Venstre,2004-12-17 09:00:00
647176,1,6185,660,Venstre,2004-12-17 09:00:00
647177,1,6185,1461,Venstre,2004-12-17 09:00:00
647178,1,6185,678,Socialdemokratiet,2004-12-17 09:00:00
647179,1,6185,920,Socialdemokratiet,2004-12-17 09:00:00
647180,1,6185,55,Radikale Venstre,2004-12-17 09:00:00
647181,1,6185,271,Venstre,2004-12-17 09:00:00
647182,1,6185,1850,Det Konservative Folkeparti,2004-12-17 09:00:00
647183,1,6185,1815,Dansk Folkeparti,2004-12-17 09:00:00
647184,1,6185,1912,Radikale Venstre,2004-12-17 09:00:00
647185,1,6185,280,Socialdemokratiet,2004-12-17 09:00:00
647186,1,6185,1739,Venstre,2004-12-17 09:00:00
647187,1,6185,1745,Venstre,2004-12-17 09:00:00
647188,1,6185,676,Dansk Folkeparti,2004-12-17 09:00:00
647189,1,6185,1431,Dansk Folkeparti,2004-12-17 09:00:00
647190,1,6185,679,Socialdemokratiet,2004-12-17 09:00:00
647191,1,6185,677,Dansk Folkeparti,2004-12-17 09:00:00
647192,1,6185,1811,Venstre,2004-12-17 09:00:00
647193,1,6185,1818,Venstre,2004-12-17 09:00:00
647194,1,6185,64,Venstre,2004-12-17 09:00:00
647195,1,6185,28,Socialdemokratiet,2004-12-17 09:00:00
647196,1,6185,657,Venstre,2004-12-17 09:00:00
647197,1,6185,386,Socialdemokratiet,2004-12-17 09:00:00
647198,1,6185,1771,Dansk Folkeparti,2004-12-17 09:00:00
647199,1,6185,217,Venstre,2004-12-17 09:00:00
647200,1,6185,1831,Dansk Folkeparti,2004-12-17 09:00:00
647201,1,6185,646,Venstre,2004-12-17 09:00:00
647202,1,6185,951,Socialdemokratiet,2004-12-17 09:00:00
647203,1,6185,645,Venstre,2004-12-17 09:00:00
